Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms);Matrix Width (elements);Matrix Height (elements);Branch count (per thread);Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads)
2.37;2.46;3.21;64;64;0;8;1;128;8;0;213;0;0;0;0;0;0;32768;16384;2048;64;64;1;16;16;1
2.63;2.42;5.09;128;128;0;16;1;256;16;0;421;0;0;0;0;0;0;131072;65536;2048;128;128;1;16;16;1
2.34;2.36;12.08;192;192;0;24;1;384;24;0;629;0;0;0;0;0;0;294912;147456;2048;192;192;1;16;16;1
2.66;3.15;24.9;256;256;0;32;1;512;32;0;837;0;0;0;0;0;0;524288;262144;2048;256;256;1;16;16;1
3.02;4.06;40.77;320;320;0;40;1;640;40;0;1045;0;0;0;0;0;0;819200;409600;2048;320;320;1;16;16;1
3.25;4.55;78.69;384;384;0;48;1;768;48;0;1253;0;0;0;0;0;0;1179648;589824;2048;384;384;1;16;16;1
3.54;6.1;110.79;448;448;0;56;1;896;56;0;1461;0;0;0;0;0;0;1605632;802816;2048;448;448;1;16;16;1
3.83;8.11;175.38;512;512;0;64;1;1024;64;0;1669;0;0;0;0;0;0;2097152;1048576;2048;512;512;1;16;16;1
4.29;11.47;238.99;576;576;0;72;1;1152;72;0;1877;0;0;0;0;0;0;2654208;1327104;2048;576;576;1;16;16;1
5.24;14.63;327.5;640;640;0;80;1;1280;80;0;2085;0;0;0;0;0;0;3276800;1638400;2048;640;640;1;16;16;1
5.67;18.53;437.35;704;704;0;88;1;1408;88;0;2293;0;0;0;0;0;0;3964928;1982464;2048;704;704;1;16;16;1
6.49;22.42;564.43;768;768;0;96;1;1536;96;0;2501;0;0;0;0;0;0;4718592;2359296;2048;768;768;1;16;16;1
7.43;26.97;720;832;832;0;104;1;1664;104;0;2709;0;0;0;0;0;0;5537792;2768896;2048;832;832;1;16;16;1
9.08;33.06;897.44;896;896;0;112;1;1792;112;0;2917;0;0;0;0;0;0;6422528;3211264;2048;896;896;1;16;16;1
10.07;39.32;1104.95;960;960;0;120;1;1920;120;0;3125;0;0;0;0;0;0;7372800;3686400;2048;960;960;1;16;16;1
12.98;45.73;1339.12;1024;1024;0;128;1;2048;128;0;3333;0;0;0;0;0;0;8388608;4194304;2048;1024;1024;1;16;16;1
15.31;53.89;1613.19;1088;1088;0;136;1;2176;136;0;3541;0;0;0;0;0;0;9469952;4734976;2048;1088;1088;1;16;16;1
17.61;63.36;1912.44;1152;1152;0;144;1;2304;144;0;3749;0;0;0;0;0;0;10616832;5308416;2048;1152;1152;1;16;16;1
8.47;73.31;2331.92;1216;1216;0;152;1;2432;152;0;3957;0;0;0;0;0;0;11829248;5914624;2048;1216;1216;1;16;16;1
9.89;84.14;2713.91;1280;1280;0;160;1;2560;160;0;4165;0;0;0;0;0;0;13107200;6553600;2048;1280;1280;1;16;16;1
10.57;97.05;3138.74;1344;1344;0;168;1;2688;168;0;4373;0;0;0;0;0;0;14450688;7225344;2048;1344;1344;1;16;16;1
11.48;110.21;3579.91;1408;1408;0;176;1;2816;176;0;4581;0;0;0;0;0;0;15859712;7929856;2048;1408;1408;1;16;16;1
13;124.78;4183.34;1472;1472;0;184;1;2944;184;0;4789;0;0;0;0;0;0;17334272;8667136;2048;1472;1472;1;16;16;1
14.5;140.26;4660.15;1536;1536;0;192;1;3072;192;0;4997;0;0;0;0;0;0;18874368;9437184;2048;1536;1536;1;16;16;1
16.83;157.77;5397.34;1600;1600;0;200;1;3200;200;0;5205;0;0;0;0;0;0;20480000;10240000;2048;1600;1600;1;16;16;1
21.19;176.87;6028.11;1664;1664;0;208;1;3328;208;0;5413;0;0;0;0;0;0;22151168;11075584;2048;1664;1664;1;16;16;1
23;197.28;6795.14;1728;1728;0;216;1;3456;216;0;5621;0;0;0;0;0;0;23887872;11943936;2048;1728;1728;1;16;16;1
26.78;218.43;7544.98;1792;1792;0;224;1;3584;224;0;5829;0;0;0;0;0;0;25690112;12845056;2048;1792;1792;1;16;16;1
28.15;242.37;8469.29;1856;1856;0;232;1;3712;232;0;6037;0;0;0;0;0;0;27557888;13778944;2048;1856;1856;1;16;16;1
31.67;267.12;9283.83;1920;1920;0;240;1;3840;240;0;6245;0;0;0;0;0;0;29491200;14745600;2048;1920;1920;1;16;16;1
32.92;294.41;10300.45;1984;1984;0;248;1;3968;248;0;6453;0;0;0;0;0;0;31490048;15745024;2048;1984;1984;1;16;16;1
40.31;322.99;11273.93;2048;2048;0;256;1;4096;256;0;6661;0;0;0;0;0;0;33554432;16777216;2048;2048;2048;1;16;16;1
